Life Ladder;Log GDP per capita;Social support;Healthy life expectancy at birth;Freedom to make life choices;Generosity;Perceptions of corruption;Positive affect
0.79;0.96;0.0;1.0;0.0;0.07;0.0;0.54
0.87;0.96;0.0;1.0;0.0;0.0;0.01;0.56
0.95;0.97;0.01;1.0;0.0;0.0;0.0;0.54
0.85;0.97;0.0;1.0;0.0;0.03;0.62;0.46
0.82;0.99;0.0;1.0;0.0;0.79;0.46;0.48
0.77;0.99;0.0;1.0;0.0;1.0;0.82;0.49
0.75;0.99;0.0;1.0;0.0;0.73;0.91;0.45
0.72;1.0;0.0;1.0;0.0;0.16;0.31;0.45
0.74;0.99;0.0;1.0;0.0;1.0;0.96;0.45
0.9;0.99;0.02;1.0;0.0;0.03;0.0;0.53
0.87;0.98;0.0;1.0;0.04;0.72;0.01;0.52
0.96;0.98;0.0;1.0;0.0;0.98;0.0;0.55
0.92;0.99;0.0;1.0;0.0;0.04;0.01;0.53
1.0;0.98;0.0;1.0;0.0;0.81;0.01;0.56
0.43;0.47;0.0;0.99;0.0;0.0;0.0;0.8
0.27;0.49;0.0;0.99;0.0;0.0;0.0;0.83
0.47;0.52;0.0;0.99;0.0;0.0;0.0;0.76
0.38;0.52;0.0;0.99;0.0;0.0;0.0;0.79
0.49;0.51;0.0;0.99;0.0;0.0;0.0;0.81
0.51;0.52;0.0;0.99;0.0;0.0;0.0;0.75
0.61;0.51;0.0;0.99;0.0;0.0;0.0;0.75
0.49;0.48;0.0;0.99;0.0;0.0;0.0;0.76
0.57;0.39;0.0;0.99;0.0;0.0;0.0;0.77
0.48;0.39;0.0;0.99;0.0;0.0;0.0;0.78
0.47;0.36;0.0;0.99;0.0;0.0;0.0;0.78
0.51;0.33;0.0;0.99;0.0;0.0;0.0;0.78
0.38;0.32;0.0;0.99;0.0;0.04;0.0;0.77
0.48;0.3;0.0;0.99;0.0;1.0;0.0;0.75
0.57;0.26;0.02;0.99;0.0;0.0;0.0;0.75
0.55;0.23;0.0;0.99;0.0;0.0;0.0;0.76
0.58;0.22;0.0;0.99;0.0;0.0;0.0;0.75
0.57;0.73;0.0;0.99;0.0;0.0;0.0;0.67
0.38;0.73;0.0;0.99;0.0;0.0;0.0;0.65
0.34;0.73;0.0;0.99;0.0;0.0;0.0;0.65
0.34;0.72;0.0;0.99;0.0;0.0;0.0;0.63
0.31;0.7;0.0;0.99;0.38;0.0;0.0;0.63
0.45;0.7;0.0;0.99;0.0;0.0;0.0;0.66
0.36;0.69;0.0;0.99;0.88;0.0;0.01;0.61
0.33;0.68;0.0;0.99;0.09;0.0;0.11;0.68
0.46;0.68;0.0;0.98;0.98;0.0;0.46;0.72
0.42;0.67;0.0;0.98;0.49;0.0;0.24;0.7
0.35;0.65;0.0;0.98;0.61;0.0;0.4;0.69
0.53;0.65;0.0;0.98;0.46;0.19;0.79;0.68
0.35;0.64;0.0;0.98;0.0;0.01;0.99;0.69
0.41;0.65;0.0;0.98;0.0;0.08;1.0;0.7
0.26;0.62;0.0;0.98;0.0;0.95;0.82;0.72
0.24;0.6;0.0;0.98;0.4;0.96;0.02;0.76
0.6;0.6;0.0;0.98;0.04;0.0;0.0;0.48
0.69;0.59;0.0;0.99;0.0;0.0;0.0;0.68
0.6;0.6;0.0;0.99;0.0;0.25;0.0;0.69
0.8;0.63;0.0;0.99;0.05;0.0;0.0;0.72
0.79;0.62;0.0;0.99;0.85;0.05;0.0;0.69
0.9;0.62;0.0;0.99;0.0;0.68;0.0;0.7
0.96;0.63;0.0;0.99;0.0;0.0;0.0;0.63
0.92;0.65;0.0;0.99;0.0;0.0;0.0;0.66
0.91;0.65;0.0;0.99;0.0;0.03;0.0;0.65
0.96;0.65;0.0;0.99;0.0;0.03;0.0;0.66
0.93;0.64;0.0;0.99;0.0;0.0;0.0;0.65
0.85;0.63;0.0;0.99;0.0;0.29;0.0;0.65
0.72;0.63;0.0;0.98;0.0;0.58;0.0;0.6
0.75;0.62;0.13;0.98;0.12;0.0;0.0;0.63
0.73;0.66;0.0;0.98;0.28;0.0;0.02;0.66
0.74;0.63;0.0;0.98;0.06;0.0;0.0;0.67
0.83;0.61;0.0;0.98;0.15;0.62;0.1;0.68
0.83;0.6;0.02;0.98;0.04;0.13;0.1;0.68
0.62;0.68;0.0;0.96;0.85;0.0;0.0;0.75
0.41;0.72;0.0;0.97;0.88;0.37;0.25;0.68
0.34;0.75;0.0;0.97;0.25;0.0;0.08;0.67
0.73;0.77;0.0;0.98;0.03;0.08;1.0;0.64
0.77;0.79;0.0;0.98;0.58;0.19;0.96;0.65
0.95;0.81;0.0;0.98;0.68;0.0;0.78;0.65
0.99;0.82;0.0;0.98;0.18;0.12;0.43;0.63
1.0;0.83;0.0;0.99;0.8;0.72;0.31;0.61
0.99;0.83;0.0;0.99;0.55;0.91;0.68;0.66
0.95;0.84;0.0;0.99;0.25;0.99;0.66;0.64
0.89;0.86;0.0;0.99;0.18;0.94;0.99;0.61
0.99;0.87;0.0;0.99;0.98;0.09;0.11;0.69
0.85;1.0;0.0;1.0;0.85;0.91;0.0;0.79
1.0;0.99;0.01;1.0;0.05;0.03;0.0;0.76
0.98;0.99;0.0;1.0;0.07;0.54;0.0;0.69
0.99;0.99;0.0;1.0;0.01;0.95;0.0;0.7
0.95;0.99;0.0;1.0;0.0;0.0;0.0;0.74
0.81;1.0;0.0;1.0;0.0;0.0;0.0;0.79
1.0;0.99;0.0;1.0;0.0;0.0;0.03;0.73
0.96;0.99;0.0;1.0;0.65;0.01;0.0;0.69
0.95;0.99;0.0;1.0;0.0;0.0;0.0;0.73
0.84;0.66;0.0;0.98;0.05;0.0;0.19;0.77
0.94;0.66;0.0;0.98;0.49;0.0;0.13;0.79
0.96;0.69;0.0;0.98;0.62;0.0;0.98;0.81
0.9;0.67;0.0;0.98;0.49;0.0;0.79;0.81
0.83;0.67;0.0;0.98;0.0;0.08;0.93;0.8
0.93;0.65;0.0;0.98;0.0;0.0;0.02;0.8
0.94;0.65;0.0;0.98;0.0;0.0;0.0;0.78
0.95;0.64;0.0;0.98;0.0;0.0;0.02;0.8
0.93;0.64;0.0;0.98;0.0;0.03;0.35;0.78
0.94;0.63;0.0;0.98;0.0;0.0;0.03;0.8
0.97;0.63;0.0;0.98;0.46;0.0;0.21;0.78
0.94;0.63;0.0;0.98;0.01;0.0;0.0;0.78
0.88;0.65;0.0;0.98;0.01;0.0;0.0;0.79
0.89;0.64;0.0;0.97;0.03;0.0;0.07;0.78
0.86;0.63;0.0;0.97;0.11;0.0;0.01;0.8
0.94;0.62;0.07;0.97;0.34;0.0;0.0;0.78
0.92;1.0;0.0;1.0;0.52;0.01;0.97;0.69
0.48;0.99;0.0;1.0;0.46;0.0;0.03;0.53
0.69;0.99;0.1;1.0;0.87;0.0;0.64;0.54
0.66;0.99;0.0;1.0;0.96;0.0;0.02;0.54
1.0;0.95;0.0;0.99;0.65;0.0;0.0;0.76
0.98;0.93;0.0;1.0;0.01;0.0;0.0;0.76
0.95;0.92;0.11;1.0;0.53;0.0;0.0;0.79
1.0;0.92;0.0;1.0;0.0;0.0;0.02;0.82
1.0;0.91;0.0;1.0;0.17;0.0;0.08;0.81
0.98;0.89;0.0;1.0;0.0;0.0;0.27;0.8
0.97;0.88;0.0;1.0;0.0;0.0;0.0;0.78
0.96;0.87;0.0;1.0;0.23;0.0;0.1;0.79
0.93;0.86;0.73;1.0;0.03;1.0;0.23;0.8
0.93;0.86;0.0;1.0;0.9;0.26;0.62;0.8
1.0;0.86;0.0;1.0;0.21;0.28;0.41;0.81
0.95;0.85;0.0;1.0;0.98;0.29;0.97;0.8
0.92;0.84;0.0;1.0;0.0;0.0;0.08;0.79
0.82;0.83;0.0;1.0;0.0;0.07;0.51;0.84
0.86;0.84;0.0;1.0;0.0;0.06;0.04;0.81
0.83;0.83;0.0;1.0;0.01;0.44;0.59;0.84
0.92;0.83;0.0;1.0;0.0;0.71;0.73;0.83
0.81;0.83;0.0;1.0;0.0;0.17;0.16;0.85
0.63;0.67;0.0;0.97;0.0;0.43;0.0;0.77
0.79;0.69;0.08;0.97;1.0;0.32;0.31;0.81
0.53;0.67;0.43;0.98;0.0;0.61;0.0;0.83
0.65;0.68;0.5;0.98;0.0;0.0;0.0;0.79
0.65;0.7;0.99;0.98;0.0;0.98;0.0;0.86
0.71;0.71;0.04;0.98;0.12;0.95;0.0;0.76
0.78;0.72;0.29;0.98;0.0;0.13;0.0;0.77
0.43;0.72;0.5;0.99;0.11;0.0;0.0;0.82
0.91;0.73;0.02;0.99;0.0;0.0;0.01;0.78
0.69;0.75;0.15;0.99;0.07;0.0;0.01;0.8
0.71;0.75;0.0;0.99;1.0;0.0;0.06;0.76
0.75;0.76;0.0;0.99;0.0;0.0;0.01;0.77
0.82;0.77;0.0;0.99;0.0;0.0;0.02;0.76
0.81;0.79;0.0;0.99;0.0;0.0;0.38;0.74
0.78;0.78;0.0;0.99;0.05;0.0;0.03;0.71
0.74;0.8;0.0;1.0;0.0;0.0;0.02;0.75
0.73;0.81;0.0;1.0;0.08;0.0;0.0;0.72
0.75;0.82;0.0;1.0;0.8;0.0;0.29;0.76
0.89;0.37;0.0;0.99;0.58;0.0;0.0;0.81
0.69;0.44;0.0;0.99;0.0;1.0;0.1;0.73
0.59;0.47;0.0;0.99;0.06;0.33;0.0;0.77
0.82;0.68;0.05;1.0;0.0;0.0;0.0;0.78
0.84;0.71;0.24;1.0;0.0;0.0;0.0;0.82
0.85;0.74;0.62;1.0;0.3;0.0;0.0;0.8
0.95;0.75;0.01;1.0;0.04;0.0;0.0;0.77
0.94;0.74;0.0;1.0;0.33;0.01;0.0;0.81
0.91;0.76;0.0;1.0;1.0;0.0;0.0;0.79
0.98;0.76;0.01;1.0;0.06;0.01;0.0;0.76
1.0;0.79;0.02;1.0;0.95;0.0;0.0;0.82
0.99;0.8;0.0;1.0;0.8;0.0;0.0;0.77
0.91;0.8;0.0;1.0;0.0;0.0;0.0;0.79
0.89;0.81;0.0;1.0;0.0;0.16;0.0;0.84
0.99;0.82;0.0;1.0;0.0;0.0;0.0;0.8
0.99;0.83;0.0;1.0;0.0;0.0;0.0;0.75
0.99;0.84;0.0;1.0;0.0;0.95;0.0;0.75
0.83;0.8;0.0;1.0;0.0;0.0;0.0;0.72
1.0;0.82;0.0;1.0;0.0;0.0;0.0;0.74
0.99;0.83;0.0;1.0;0.0;0.0;0.0;0.76
0.94;0.84;0.0;1.0;0.0;0.0;0.0;0.8
0.96;0.7;1.0;0.99;0.0;0.0;0.22;0.83
1.0;0.73;0.54;0.99;0.0;0.0;0.0;0.85
0.95;0.75;1.0;0.99;0.0;0.0;0.0;0.78
0.84;0.83;0.0;0.99;0.0;0.0;0.0;0.77
0.81;0.94;0.0;1.0;0.0;0.04;0.0;0.67
0.9;0.95;0.0;1.0;0.0;0.0;0.0;0.68
0.98;0.96;0.0;1.0;0.0;0.11;0.0;0.7
0.99;0.96;0.0;1.0;0.0;0.0;1.0;0.67
0.92;0.96;0.0;1.0;0.0;0.38;0.06;0.71
0.93;0.96;0.0;1.0;0.0;0.0;0.48;0.67
1.0;0.97;0.0;1.0;0.0;0.0;0.79;0.67
0.84;0.88;0.0;1.0;0.0;0.0;0.0;0.72
0.83;0.84;0.17;1.0;0.04;0.0;0.0;0.71
0.97;0.85;0.01;1.0;0.0;0.0;0.0;0.75
0.83;0.89;1.0;1.0;0.0;0.0;0.0;0.69
0.93;0.89;0.17;1.0;0.0;0.97;0.0;0.72
0.97;0.86;0.02;1.0;0.0;0.24;0.0;0.72
0.95;0.85;0.21;1.0;0.0;0.01;0.03;0.73
0.98;0.84;0.0;1.0;0.0;0.17;0.24;0.73
0.95;0.82;0.0;1.0;0.0;0.01;0.2;0.71
0.94;0.81;0.0;1.0;0.0;0.0;0.0;0.72
0.92;0.79;0.0;1.0;0.04;0.0;0.32;0.71
0.95;0.77;0.0;1.0;0.0;0.0;0.31;0.73
0.93;0.76;0.0;1.0;0.03;0.0;0.46;0.72
0.84;0.77;0.0;1.0;0.0;0.0;0.19;0.77
0.79;0.75;0.0;1.0;0.0;0.0;0.02;0.79
0.9;0.74;0.0;1.0;0.0;0.8;0.02;0.8
0.81;0.73;0.0;1.0;0.0;0.08;0.29;0.72
0.82;0.99;0.01;1.0;0.0;0.05;0.0;0.61
0.8;0.97;0.0;1.0;0.0;0.5;0.0;0.57
0.98;0.95;0.0;1.0;0.0;0.04;0.0;0.54
0.95;0.93;0.0;1.0;0.0;0.04;0.0;0.57
0.98;0.93;0.0;1.0;0.0;1.0;0.0;0.61
0.79;0.93;0.0;1.0;0.0;0.83;0.01;0.57
0.93;0.94;0.0;1.0;0.0;0.9;0.0;0.52
0.98;0.96;0.01;1.0;0.0;0.81;0.0;0.66
0.97;0.96;0.0;1.0;0.0;0.04;0.0;0.68
0.99;0.96;0.39;1.0;0.0;0.73;0.01;0.66
0.97;0.95;0.15;1.0;0.0;0.0;0.0;0.66
0.97;0.95;0.36;1.0;0.0;0.01;0.0;0.6
0.54;0.96;0.0;1.0;0.0;0.0;0.0;0.38
0.09;0.99;0.0;1.0;0.0;0.0;0.0;0.42
0.04;1.0;0.0;1.0;0.0;0.0;0.0;0.32
0.05;1.0;0.0;1.0;0.0;0.0;0.0;0.41
0.35;1.0;0.0;1.0;0.0;0.0;0.0;0.49
0.91;0.5;0.54;0.91;0.0;0.0;0.83;0.82
0.44;0.55;0.84;0.91;0.59;0.0;0.99;0.72
0.43;0.53;0.05;0.92;0.91;0.0;0.34;0.73
0.32;0.51;0.54;0.93;0.23;0.0;0.0;0.72
0.21;0.48;0.0;0.94;0.12;0.0;0.13;0.71
0.39;0.26;0.0;0.97;0.1;0.0;0.69;0.58
0.63;0.27;0.0;0.97;0.44;0.35;0.02;0.71
0.62;0.29;0.43;0.97;0.0;0.26;0.11;0.72
0.79;0.34;0.0;0.98;0.0;0.41;0.0;0.56
0.1;0.33;0.0;0.98;0.0;0.04;0.0;0.57
0.26;0.32;0.0;0.98;0.76;0.57;0.0;0.55
0.72;0.32;0.0;0.98;0.71;0.79;0.0;0.63
0.59;0.31;0.0;0.98;0.67;0.25;0.0;0.6
0.96;0.3;0.0;0.99;0.08;0.25;0.06;0.62
0.54;0.3;0.0;0.99;0.68;0.0;0.06;0.59
0.75;0.31;0.0;0.99;0.33;0.34;0.04;0.59
0.98;0.74;0.01;1.0;0.16;0.01;0.43;0.67
0.99;0.86;0.58;1.0;0.29;0.03;0.09;0.63
1.0;0.84;0.54;1.0;0.25;0.0;0.01;0.61
0.99;0.88;0.43;1.0;0.79;0.0;0.2;0.61
0.97;0.92;0.93;1.0;0.82;0.26;0.06;0.61
0.93;0.88;0.0;1.0;0.0;0.0;0.0;0.69
0.97;0.83;0.0;1.0;0.0;0.0;0.0;0.65
1.0;0.82;0.0;1.0;0.0;0.0;0.0;0.64
1.0;0.87;0.0;1.0;0.0;0.0;0.0;0.66
0.95;0.86;0.0;1.0;0.0;0.0;0.0;0.63
1.0;0.83;0.0;1.0;0.0;0.0;0.0;0.67
0.97;0.81;0.0;1.0;0.0;0.0;0.0;0.67
0.99;0.79;0.0;1.0;0.0;0.0;0.0;0.65
0.88;0.78;0.0;1.0;0.0;0.0;0.0;0.66
0.98;0.76;0.0;1.0;0.0;0.0;0.0;0.66
0.95;0.75;0.0;1.0;0.0;0.0;0.0;0.69
0.82;0.72;0.0;1.0;1.0;0.0;0.45;0.75
0.81;0.7;0.0;1.0;0.04;0.0;0.01;0.71
0.9;0.68;0.0;1.0;0.27;0.0;0.57;0.67
0.77;0.68;0.0;1.0;0.0;0.0;0.05;0.76
0.56;0.66;0.0;1.0;0.09;0.0;0.0;0.78
0.48;0.65;0.0;1.0;0.13;0.0;0.19;0.78
0.7;0.66;0.0;1.0;0.74;0.0;0.99;0.71
0.51;0.23;0.0;0.99;0.0;0.0;0.0;0.75
0.45;0.23;0.0;0.99;0.0;0.0;0.0;0.77
0.45;0.23;0.0;0.99;0.0;0.0;0.0;0.79
0.51;0.23;0.0;0.99;0.0;0.19;0.0;0.76
0.44;0.23;0.0;0.99;0.1;0.05;0.0;0.76
0.54;0.23;0.0;0.99;0.0;0.0;0.0;0.82
0.63;0.23;0.0;0.99;0.0;0.25;0.0;0.79
0.51;0.22;0.0;0.99;0.0;0.92;0.0;0.79
0.47;0.23;0.0;0.99;0.0;0.4;0.0;0.8
0.39;0.23;0.0;0.99;0.0;0.56;0.0;0.78
0.33;0.23;0.0;0.99;0.0;0.15;0.0;0.78
0.4;0.23;0.0;0.99;0.0;0.69;0.0;0.77
0.49;0.23;0.0;0.99;0.0;0.46;0.0;0.79
0.82;0.35;0.13;0.98;0.0;0.0;0.75;0.73
0.7;0.31;0.77;0.99;0.0;0.05;0.0;0.69
0.33;0.31;0.0;0.99;0.0;0.09;0.01;0.75
0.44;0.31;0.0;0.99;0.0;0.7;0.0;0.71
0.38;0.31;0.0;0.99;0.0;0.61;0.43;0.77
0.35;0.31;0.0;0.99;0.0;0.24;0.0;0.75
0.38;0.32;0.0;0.99;0.0;0.02;0.0;0.77
0.56;0.32;0.0;0.99;0.0;0.37;0.01;0.65
0.56;0.32;0.0;0.99;0.0;1.0;0.0;0.67
0.68;0.33;0.0;0.99;0.0;0.85;0.73;0.7
0.53;0.31;0.0;0.99;0.0;0.03;0.98;0.67
0.73;0.32;0.0;0.99;0.0;0.0;0.55;0.65
0.45;0.21;0.0;0.94;0.64;0.0;0.11;0.73
0.91;0.23;0.0;0.94;0.0;0.0;0.25;0.8
0.97;0.26;0.0;0.96;0.0;0.0;0.23;0.84
0.5;0.28;0.0;0.97;0.71;0.03;0.01;0.7
0.66;0.28;0.0;0.97;0.0;0.0;0.0;0.78
0.54;0.29;0.0;0.98;0.99;0.18;0.01;0.74
0.78;0.3;0.0;0.98;0.16;0.48;0.08;0.71
0.47;0.3;0.0;0.99;0.03;0.55;0.03;0.7
0.31;0.29;0.0;0.99;0.01;0.38;0.08;0.64
0.28;0.3;0.0;0.99;0.0;0.99;0.94;0.65
0.26;0.3;0.0;0.99;0.03;0.27;0.86;0.6
0.47;0.31;0.0;0.99;0.7;0.58;0.14;0.6
0.37;0.31;0.0;0.99;0.91;0.86;0.98;0.63
0.26;0.3;0.0;1.0;0.97;0.82;0.97;0.62
0.24;0.3;0.0;1.0;0.85;0.87;1.0;0.61
0.91;0.94;0.0;1.0;0.0;0.0;0.98;0.74
0.84;0.93;0.0;1.0;0.0;0.01;0.31;0.82
0.97;0.92;0.97;1.0;0.27;0.32;0.0;0.8
1.0;0.93;0.62;1.0;0.0;0.88;0.0;0.82
1.0;0.92;0.11;1.0;0.58;0.57;0.02;0.8
0.97;0.91;0.05;1.0;0.0;0.72;0.02;0.84
0.94;0.89;0.08;1.0;0.0;0.89;0.01;0.81
0.97;0.89;0.29;1.0;0.09;0.0;0.97;0.68
0.93;0.87;0.0;1.0;0.01;0.0;0.02;0.73
0.8;0.86;0.77;1.0;0.0;0.0;0.03;0.7
1.0;0.82;0.5;1.0;0.0;0.0;0.0;0.78
1.0;0.81;0.07;1.0;0.0;0.0;0.59;0.81
0.91;0.83;0.81;1.0;0.0;0.0;1.0;0.71
0.92;0.83;0.7;1.0;0.0;0.0;0.81;0.8
0.9;0.8;0.87;1.0;0.0;0.0;0.46;0.8
0.95;0.79;0.19;1.0;0.0;0.0;0.98;0.8
0.53;0.4;0.01;0.96;0.0;0.02;0.92;0.78
0.58;0.41;0.0;0.97;0.0;0.85;0.0;0.81
0.51;0.42;0.0;0.97;0.0;0.98;0.1;0.83
0.42;0.42;0.0;0.97;1.0;0.49;0.17;0.83
0.83;0.42;0.77;0.97;0.0;0.0;0.82;0.85
0.67;0.41;0.58;0.97;0.07;0.0;0.5;0.86
0.38;0.41;0.7;0.98;0.0;0.1;0.97;0.79
0.51;0.42;0.06;0.98;0.0;0.31;0.03;0.8
0.79;0.43;0.32;0.98;0.0;0.03;0.29;0.74
0.53;0.44;0.17;0.98;0.02;0.02;0.0;0.71
0.85;0.45;0.0;0.98;0.98;0.02;0.0;0.63
0.72;0.46;0.0;0.98;0.83;0.39;0.4;0.65
0.93;0.46;0.0;0.98;0.0;0.31;0.01;0.64
0.65;0.45;0.0;0.99;0.0;0.03;0.0;0.6
0.58;0.44;0.0;0.99;0.0;0.99;0.0;0.59
0.62;0.45;0.0;0.99;0.0;0.65;1.0;0.62
0.7;0.45;0.0;0.99;0.37;0.26;0.45;0.67
0.75;0.68;0.0;0.99;0.0;0.0;0.07;0.63
0.67;0.65;0.0;0.99;0.0;0.0;0.05;0.64
0.68;0.65;0.0;0.99;0.0;0.0;0.32;0.64
0.65;0.61;0.0;0.99;0.0;0.0;0.24;0.69
0.54;0.6;0.0;0.99;0.0;0.0;0.0;0.69
0.62;0.59;0.0;0.99;0.0;0.01;0.23;0.64
0.87;0.64;0.0;0.99;0.0;0.98;0.1;0.58
0.75;0.59;0.0;0.99;0.0;0.0;0.98;0.63
0.81;0.56;0.0;0.99;0.0;0.0;0.95;0.64
0.59;0.82;0.0;0.99;0.0;0.01;0.0;0.81
0.64;0.81;0.0;0.99;0.0;0.68;0.02;0.81
0.76;0.8;0.74;0.99;0.77;0.44;0.01;0.81
0.87;0.8;0.0;0.99;0.0;0.17;0.84;0.85
0.87;0.81;0.0;0.99;0.0;0.21;1.0;0.81
0.83;0.81;0.02;0.99;0.0;0.61;0.5;0.82
0.62;0.82;0.0;0.99;0.0;0.01;0.11;0.79
0.75;0.82;0.01;1.0;0.0;0.07;0.0;0.82
0.49;0.83;0.0;1.0;0.0;0.17;0.64;0.8
0.74;0.83;0.35;1.0;0.0;0.0;0.02;0.76
0.83;0.84;0.19;1.0;0.0;0.0;0.68;0.7
0.67;0.85;0.95;1.0;0.0;0.0;0.57;0.71
0.6;0.86;0.84;1.0;0.0;0.0;0.99;0.73
0.85;0.85;0.0;1.0;0.0;0.83;0.03;0.62
0.66;0.86;0.0;1.0;0.0;0.8;0.07;0.68
1.0;0.95;0.9;1.0;0.0;0.0;0.01;0.72
0.99;0.92;0.35;1.0;0.0;0.0;0.0;0.77
0.99;0.9;0.17;1.0;0.0;0.0;0.0;0.74
0.86;0.89;0.0;1.0;0.0;0.01;0.11;0.8
0.95;0.88;0.0;1.0;0.0;0.01;0.53;0.82
0.84;0.87;0.0;1.0;0.0;0.07;0.18;0.83
0.91;0.92;0.0;1.0;0.0;0.35;0.76;0.84
0.93;0.91;0.0;1.0;0.02;0.88;0.55;0.83
0.98;0.88;0.0;1.0;0.04;0.28;0.81;0.81
0.97;0.86;0.0;1.0;0.04;1.0;0.81;0.81
0.72;0.94;0.0;1.0;0.0;0.0;1.0;0.75
0.57;0.94;0.0;1.0;0.0;0.0;0.53;0.79
0.51;0.95;0.0;1.0;0.0;0.01;0.88;0.8
0.59;0.95;0.0;1.0;0.32;0.11;0.28;0.78
0.54;0.94;0.54;1.0;0.0;0.0;0.35;0.75
0.36;0.94;0.03;1.0;0.13;0.0;0.0;0.72
0.31;0.94;0.01;1.0;0.88;0.0;0.0;0.77
0.64;0.93;0.26;1.0;0.29;0.0;0.0;0.77
0.84;0.93;0.01;1.0;0.3;0.0;0.51;0.75
0.58;0.92;0.0;1.0;0.99;0.0;0.19;0.78
0.77;0.92;0.9;1.0;0.0;0.0;0.28;0.77
0.7;0.92;0.0;1.0;0.0;0.0;0.19;0.79
0.76;0.92;0.01;1.0;0.0;0.0;0.19;0.76
0.93;0.94;0.19;1.0;0.0;0.0;0.66;0.72
0.92;0.93;0.19;1.0;0.0;0.37;1.0;0.71
0.48;0.93;0.0;1.0;0.0;0.0;0.62;0.8
0.49;0.92;0.0;1.0;0.0;0.0;0.97;0.78
0.96;0.95;0.95;1.0;0.0;0.0;0.0;0.68
0.87;0.96;0.98;1.0;0.02;0.0;0.0;0.63
1.0;0.97;0.0;1.0;0.0;0.07;0.0;0.67
1.0;0.96;0.01;1.0;0.0;0.0;0.0;0.64
1.0;0.97;0.03;1.0;0.0;0.0;0.0;0.67
0.97;0.98;0.0;1.0;0.0;0.0;0.0;0.66
0.92;0.98;0.46;1.0;0.0;0.12;0.0;0.64
0.98;0.99;0.97;1.0;0.0;0.02;0.0;0.68
0.94;1.0;0.99;1.0;0.0;0.0;0.0;0.68
0.91;1.0;0.1;1.0;0.0;0.0;0.0;0.66
1.0;1.0;0.15;1.0;0.0;0.14;0.0;0.68
0.99;1.0;0.29;1.0;0.0;0.09;0.0;0.68
0.99;1.0;0.0;1.0;0.0;0.0;0.0;0.68
0.97;1.0;0.99;1.0;0.19;0.0;0.0;0.7
0.96;1.0;0.0;1.0;0.0;0.09;0.0;0.72
0.93;0.99;0.0;1.0;0.0;0.0;0.0;0.7
0.99;1.0;0.81;1.0;0.0;0.01;0.0;0.67
0.97;0.99;0.07;1.0;0.0;0.0;0.0;0.7
0.8;0.92;0.0;0.99;0.25;0.08;0.0;0.7
0.75;0.94;0.0;0.99;0.0;0.06;0.0;0.75
0.79;0.95;0.0;0.99;0.0;0.0;0.0;0.79
0.94;0.98;0.0;0.99;0.04;0.0;0.0;0.79
0.9;0.99;0.0;1.0;0.01;0.0;0.0;0.74
0.91;1.0;0.0;1.0;1.0;0.0;0.0;0.75
0.88;1.0;0.0;1.0;0.99;0.0;0.0;0.75
0.93;1.0;0.0;1.0;0.0;0.0;0.0;0.72
0.95;1.0;0.0;1.0;0.85;0.01;0.0;0.76
0.99;1.0;0.0;1.0;0.0;0.0;0.0;0.72
1.0;1.0;0.0;1.0;0.02;0.19;0.01;0.73
1.0;1.0;0.0;1.0;0.15;0.0;0.0;0.77
0.92;1.0;0.0;1.0;0.28;0.0;0.02;0.69
0.98;1.0;0.0;1.0;0.0;0.0;0.01;0.73
0.97;1.0;0.0;1.0;0.25;0.0;0.01;0.72
1.0;1.0;0.0;1.0;0.04;0.0;0.0;0.73
0.98;0.97;0.26;1.0;0.0;0.0;0.13;0.61
0.88;0.97;0.84;1.0;0.0;0.0;0.03;0.56
1.0;0.96;0.99;1.0;0.0;0.0;0.96;0.55
0.98;0.96;0.77;1.0;0.0;0.0;0.91;0.57
0.98;0.96;0.0;1.0;0.0;0.0;0.97;0.55
0.95;0.95;0.0;1.0;0.0;0.0;0.28;0.6
0.99;0.95;0.0;1.0;0.0;0.0;0.83;0.6
0.97;0.94;0.0;1.0;0.0;0.0;0.6;0.61
0.99;0.94;0.0;1.0;0.0;0.0;0.01;0.62
0.99;0.92;0.0;1.0;0.0;0.0;0.97;0.58
0.99;0.91;0.01;1.0;0.0;0.09;0.81;0.6
1.0;0.9;0.26;1.0;0.02;0.0;0.1;0.6
0.98;0.94;0.0;1.0;0.02;0.07;0.02;0.58
0.99;0.89;0.0;1.0;0.32;0.7;0.27;0.6
0.96;0.88;0.01;1.0;0.03;0.04;0.48;0.6
0.96;0.93;0.24;1.0;0.0;0.0;0.0;0.79
0.93;0.94;0.0;1.0;0.91;0.0;0.02;0.7
0.97;0.94;0.0;1.0;0.0;0.0;0.78;0.75
0.97;0.95;0.0;1.0;0.18;0.0;0.02;0.69
1.0;0.95;0.0;1.0;0.0;0.0;0.67;0.76
0.99;0.96;0.0;1.0;0.0;0.0;0.02;0.61
0.91;0.96;0.0;1.0;0.46;0.0;0.02;0.58
0.95;0.97;0.0;1.0;0.91;0.0;0.96;0.57
0.88;0.95;0.0;1.0;0.0;0.0;0.25;0.68
0.99;0.96;0.0;1.0;0.79;0.0;0.12;0.62
0.8;0.96;0.0;1.0;0.06;0.0;0.27;0.58
0.75;0.97;0.0;1.0;0.0;0.0;0.05;0.57
0.8;0.16;0.0;0.93;0.0;0.42;0.95;0.65
0.89;0.17;0.0;0.93;0.0;0.04;0.01;0.72
0.82;0.18;0.0;0.94;0.0;1.0;0.0;0.69
