Life Ladder;Log GDP per capita;Social support;Healthy life expectancy at birth;Freedom to make life choices;Generosity;Perceptions of corruption;Positive affect
0.72;0.19;0.62;0.97;0.0;0.98;0.14;0.63
0.48;0.19;0.03;0.98;0.0;0.16;0.0;0.64
0.77;0.19;0.0;0.98;0.0;0.58;0.0;0.73
0.67;0.19;0.0;0.98;0.07;0.04;0.19;0.57
0.22;0.22;0.0;0.99;0.0;0.01;0.03;0.55
0.27;0.23;0.0;0.99;0.01;0.0;0.03;0.52
0.46;0.98;0.0;0.99;0.0;0.14;0.32;0.78
0.31;0.97;0.0;0.99;0.0;0.0;0.1;0.77
0.56;0.97;0.0;0.99;0.0;0.0;0.13;0.78
0.25;0.97;0.0;0.99;0.0;0.1;0.5;0.79
0.38;0.96;0.0;0.99;0.0;0.36;0.9;0.79
0.39;0.96;0.0;0.99;0.0;0.28;0.03;0.75
0.38;0.95;0.0;0.99;0.0;0.38;0.38;0.76
0.42;0.95;0.0;0.99;0.0;0.95;0.15;0.74
0.39;0.94;0.0;0.99;0.0;1.0;0.48;0.73
0.56;0.93;0.0;0.99;0.0;0.03;0.92;0.74
0.43;0.93;0.0;0.99;0.0;0.28;0.6;0.75
0.4;0.92;0.0;0.99;0.0;0.0;0.99;0.74
0.43;0.91;0.0;0.99;0.0;0.0;0.6;0.71
0.5;0.91;0.0;0.99;0.0;0.0;0.03;0.72
0.8;0.92;0.21;0.99;0.0;0.0;0.76;0.68
0.77;0.9;0.0;0.99;0.0;0.54;0.59;0.71
0.46;0.89;0.0;0.99;0.0;0.17;0.99;0.74
0.33;0.88;0.0;0.99;0.0;0.04;0.84;0.74
0.96;0.83;0.0;1.0;0.0;0.0;0.0;0.62
1.0;0.85;0.0;1.0;0.0;0.0;0.0;0.67
0.99;0.85;0.77;1.0;0.0;0.0;0.0;0.68
1.0;0.85;0.54;1.0;0.0;0.0;0.0;0.67
0.91;0.86;0.13;1.0;0.0;0.0;0.0;0.68
0.95;0.86;0.0;1.0;0.0;0.0;0.0;0.66
1.0;0.86;0.0;1.0;0.0;0.0;0.0;0.66
0.98;0.85;0.04;1.0;0.02;0.0;0.01;0.66
1.0;0.83;0.84;1.0;0.0;0.02;0.0;0.63
1.0;0.81;0.05;0.99;0.23;0.0;0.0;0.66
1.0;0.8;0.0;0.99;0.01;0.0;0.0;0.64
0.99;0.78;0.0;0.99;0.88;0.0;0.0;0.65
0.72;0.82;0.0;0.99;0.0;0.03;0.0;0.7
0.82;0.75;0.0;0.99;0.0;1.0;0.0;0.7
1.0;0.72;0.0;0.99;0.0;0.0;0.0;0.68
0.93;0.71;0.0;0.99;0.0;0.0;0.18;0.73
0.84;0.66;0.0;0.99;0.0;0.91;0.58;0.74
0.57;0.67;0.95;0.99;0.4;0.19;0.28;0.67
0.78;0.67;0.62;0.99;0.95;0.04;0.04;0.7
0.64;0.68;0.05;0.99;0.98;0.0;0.02;0.71
0.86;0.7;0.03;0.99;0.46;0.0;0.0;0.65
1.0;0.73;0.0;0.99;0.0;0.0;0.0;0.61
0.99;0.73;0.05;0.99;0.21;0.12;0.0;0.62
1.0;0.71;0.05;0.99;0.0;0.0;0.0;0.63
0.97;0.69;0.39;0.98;0.93;0.39;0.0;0.65
0.9;0.67;0.74;0.98;0.0;0.4;0.01;0.69
0.82;0.65;0.46;0.98;0.06;0.49;0.01;0.69
0.87;0.63;0.13;0.98;0.9;0.79;0.0;0.7
0.83;0.65;1.0;0.98;0.76;0.0;0.13;0.7
0.82;0.63;0.01;0.98;0.28;0.35;0.0;0.7
0.95;0.61;0.7;0.98;0.03;0.96;0.0;0.69
0.73;0.72;0.0;1.0;0.03;0.03;0.0;0.7
0.83;0.73;0.0;1.0;0.29;0.19;0.0;0.73
0.8;0.72;0.0;1.0;0.14;0.0;0.0;0.71
0.8;0.73;0.0;1.0;0.9;0.0;0.0;0.71
0.64;0.73;0.0;1.0;0.49;0.0;0.0;0.72
0.73;0.72;0.0;1.0;0.03;0.0;0.0;0.73
0.68;0.69;0.0;0.99;0.01;0.0;0.0;0.77
0.62;0.68;0.0;0.99;0.0;0.0;0.0;0.78
0.59;0.66;0.0;0.99;0.0;0.0;0.0;0.75
0.48;0.65;0.0;0.99;0.1;0.0;0.01;0.79
0.54;0.66;0.0;0.99;0.0;0.0;0.0;0.72
0.52;0.64;0.0;0.99;0.0;0.0;0.0;0.75
0.64;0.63;0.0;0.99;0.0;0.0;0.05;0.75
0.57;0.63;0.0;0.99;0.0;0.64;0.04;0.75
0.19;0.52;0.0;0.99;0.0;0.0;0.0;0.8
0.15;0.52;0.0;0.99;0.0;0.0;0.0;0.82
0.23;0.55;0.0;0.99;0.0;0.0;0.0;0.77
0.2;0.54;0.0;0.99;0.0;0.0;0.0;0.84
0.2;0.54;0.0;0.99;0.0;0.0;0.0;0.82
0.28;0.54;0.0;0.99;0.0;0.0;0.0;0.79
0.26;0.53;0.0;0.99;0.0;0.0;0.0;0.81
0.29;0.53;0.0;0.99;0.0;0.0;0.0;0.77
0.29;0.52;0.0;0.99;0.0;0.0;0.0;0.79
0.27;0.51;0.0;0.99;0.0;0.0;0.0;0.79
0.26;0.5;0.0;0.99;0.0;0.0;0.0;0.79
0.24;0.5;0.0;0.99;0.0;0.91;0.0;0.79
0.23;0.49;0.0;0.99;0.0;0.85;0.0;0.81
0.28;0.5;0.0;0.99;0.0;0.24;0.0;0.77
0.23;0.48;0.0;0.99;0.0;0.0;0.0;0.79
0.27;0.47;0.0;0.99;0.0;0.0;0.0;0.79
0.29;0.47;0.0;0.99;0.0;0.0;0.0;0.77
0.94;0.65;0.0;0.98;0.46;0.0;0.0;0.86
0.91;0.6;0.0;0.98;0.0;0.96;0.0;0.73
0.7;0.66;0.0;0.99;0.99;0.01;0.0;0.75
0.96;1.0;0.0;1.0;0.0;0.46;0.97;0.73
0.96;1.0;0.03;1.0;0.0;0.88;0.76;0.74
0.89;1.0;0.02;1.0;0.0;0.16;0.85;0.67
1.0;1.0;0.0;1.0;0.0;0.09;0.22;0.72
0.85;1.0;0.0;1.0;0.0;0.01;0.62;0.71
1.0;1.0;0.0;1.0;0.0;0.95;0.48;0.71
0.86;1.0;0.0;1.0;0.0;0.04;0.84;0.71
0.94;0.99;0.0;1.0;0.0;0.84;0.99;0.72
1.0;0.99;0.0;1.0;0.0;0.63;0.93;0.72
0.95;0.98;0.0;1.0;0.0;0.03;0.97;0.7
0.98;0.97;0.0;1.0;0.0;0.01;0.96;0.72
0.99;0.96;0.0;1.0;0.0;0.0;0.93;0.72
1.0;0.95;0.0;1.0;0.0;0.0;0.91;0.71
0.92;0.94;0.0;1.0;0.0;0.0;1.0;0.74
0.97;0.96;1.0;1.0;0.0;0.0;0.0;0.7
0.91;0.94;0.0;1.0;0.0;0.0;0.12;0.73
1.0;0.93;0.7;1.0;0.0;0.0;0.03;0.7
0.94;0.92;0.0;1.0;0.0;0.0;0.06;0.74
0.94;0.99;0.0;1.0;0.0;0.0;0.0;0.69
0.94;0.99;0.11;1.0;0.0;0.03;0.05;0.74
0.99;1.0;0.36;1.0;0.0;0.0;0.28;0.74
0.91;1.0;0.19;1.0;0.83;0.0;0.73;0.76
0.96;1.0;0.11;1.0;0.41;0.03;0.22;0.78
0.97;1.0;0.77;1.0;0.13;0.0;0.41;0.75
0.93;1.0;0.35;1.0;0.0;0.0;0.88;0.7
0.91;1.0;0.93;1.0;0.14;0.0;0.01;0.76
0.93;1.0;0.29;1.0;0.3;0.0;0.04;0.73
0.93;1.0;0.01;1.0;0.03;0.0;0.06;0.72
0.88;1.0;0.07;1.0;0.0;0.72;0.73;0.69
0.96;1.0;0.02;1.0;0.0;0.0;0.93;0.72
0.88;1.0;0.02;0.99;0.0;0.0;0.05;0.71
0.97;1.0;1.0;0.99;0.0;0.0;0.02;0.67
1.0;1.0;0.98;0.99;0.0;0.0;0.01;0.64
1.0;1.0;0.39;0.99;0.0;0.0;0.71;0.65
0.95;1.0;0.5;0.99;0.87;0.01;0.0;0.69
0.96;1.0;0.26;0.99;0.65;0.0;0.02;0.68
0.95;0.99;0.0;1.0;0.0;0.0;0.28;0.62
0.83;1.0;0.05;1.0;0.0;0.01;0.07;0.64
0.61;1.0;0.0;1.0;0.0;0.0;0.0;0.56
0.62;1.0;0.0;1.0;0.0;0.0;0.0;0.54
0.34;1.0;0.0;1.0;0.0;0.0;0.0;0.5
0.9;1.0;0.0;1.0;0.0;0.0;1.0;0.59
0.86;1.0;0.0;1.0;0.0;0.0;0.18;0.62
0.78;1.0;0.99;1.0;0.0;0.0;0.11;0.59
0.54;1.0;0.0;1.0;0.07;0.0;0.0;0.54
0.98;0.94;0.0;1.0;0.0;0.06;0.21;0.78
0.99;0.94;0.0;1.0;0.0;0.72;0.53;0.79
0.98;0.95;0.0;1.0;0.0;0.01;0.94;0.78
0.57;0.94;0.0;1.0;0.0;0.0;0.01;0.78
0.62;0.95;0.0;1.0;0.0;0.03;0.29;0.73
0.85;0.95;0.0;1.0;1.0;0.0;0.5;0.71
0.94;0.96;1.0;1.0;0.0;0.0;0.52;0.68
0.8;0.96;0.43;1.0;0.23;0.0;0.76;0.72
0.96;0.96;0.84;1.0;0.32;0.0;0.6;0.71
0.91;0.97;0.58;1.0;0.71;0.0;0.23;0.71
0.87;0.97;0.7;1.0;0.03;0.0;0.34;0.68
0.8;0.98;0.36;1.0;0.89;0.0;0.66;0.75
0.84;0.98;0.7;1.0;0.0;0.0;0.28;0.75
0.75;0.98;0.02;1.0;0.0;0.0;0.16;0.75
1.0;0.97;0.0;1.0;0.0;0.0;0.0;0.71
0.76;0.99;0.77;1.0;0.0;0.01;0.05;0.74
0.73;0.99;0.07;1.0;0.0;0.0;0.0;0.74
0.73;0.99;0.0;1.0;0.0;0.0;0.0;0.72
1.0;0.79;0.0;1.0;1.0;0.0;0.34;0.73
0.99;0.76;0.0;1.0;0.16;0.0;0.99;0.77
1.0;0.78;0.0;1.0;0.0;0.0;0.05;0.73
0.97;0.84;0.0;1.0;0.0;0.0;0.4;0.71
1.0;0.8;0.0;1.0;0.77;0.0;0.21;0.76
1.0;0.79;0.0;1.0;0.03;0.0;0.4;0.76
1.0;0.78;0.0;1.0;0.96;0.0;0.82;0.77
1.0;0.77;0.0;1.0;0.46;0.0;0.02;0.75
0.99;0.76;0.0;0.99;0.0;0.0;0.0;0.78
0.99;0.75;0.0;0.99;0.0;0.0;0.01;0.79
0.94;0.72;0.0;0.99;0.0;0.0;0.06;0.82
0.89;0.71;0.0;0.99;0.0;0.0;0.0;0.82
0.91;0.69;0.0;0.99;0.0;0.0;0.0;0.83
0.75;0.7;0.0;0.99;0.0;0.0;0.0;0.8
0.7;0.66;0.0;0.99;0.0;0.22;0.0;0.81
0.79;0.67;0.0;0.99;0.0;0.0;0.0;0.8
0.76;0.68;0.0;0.99;0.0;0.48;0.0;0.81
0.9;0.94;0.15;0.91;0.0;0.03;0.0;0.75
0.62;0.97;0.19;0.96;0.13;0.0;0.27;0.75
0.71;0.97;0.01;0.96;0.0;0.0;0.79;0.72
0.32;0.98;0.0;0.98;0.0;0.0;0.73;0.63
0.73;0.31;0.0;0.99;0.09;0.91;1.0;0.73
0.76;0.34;0.0;0.99;0.02;0.02;0.41;0.68
0.79;0.37;0.0;0.99;0.02;0.0;0.0;0.72
0.66;0.39;0.0;1.0;0.97;0.42;0.43;0.71
0.61;0.42;0.0;1.0;0.25;1.0;0.96;0.63
0.7;0.43;0.0;1.0;0.9;0.4;0.31;0.67
0.57;0.46;0.0;1.0;0.96;0.18;0.91;0.65
0.78;0.47;0.58;1.0;0.58;0.0;0.55;0.71
0.36;0.5;0.0;1.0;0.0;0.0;0.4;0.63
0.57;0.51;0.0;1.0;0.0;0.0;0.29;0.64
0.23;0.58;0.0;0.99;0.0;0.91;0.0;0.8
0.23;0.56;0.0;0.99;0.0;0.71;0.0;0.83
0.33;0.59;0.0;0.99;0.0;0.01;0.0;0.79
0.34;0.58;0.0;0.99;0.0;0.0;0.0;0.78
0.32;0.59;0.0;0.99;0.0;0.96;0.0;0.79
0.31;0.59;0.0;0.99;0.0;0.44;0.0;0.79
0.33;0.6;0.0;0.99;0.0;0.96;0.0;0.79
0.31;0.59;0.0;0.99;0.0;0.0;0.0;0.79
0.24;0.58;0.0;0.99;0.0;0.45;0.0;0.81
0.2;0.57;0.0;0.99;0.0;0.95;0.0;0.81
0.18;0.57;0.0;0.99;0.0;0.0;0.0;0.8
0.2;0.56;0.0;0.99;0.0;0.09;0.0;0.8
0.17;0.57;0.0;0.99;0.0;0.0;0.0;0.79
0.2;0.56;0.0;0.99;0.0;0.33;0.0;0.81
0.22;0.55;0.0;0.99;0.0;0.0;0.0;0.8
0.23;0.55;0.0;0.99;0.0;1.0;0.0;0.81
0.69;0.62;0.0;0.99;0.11;0.0;0.36;0.71
0.49;0.62;0.0;0.99;0.0;0.37;0.07;0.71
0.82;0.63;0.0;0.99;0.04;0.0;0.02;0.7
0.59;0.62;0.0;0.99;0.0;0.0;0.0;0.74
0.51;0.62;0.0;0.99;0.0;0.0;0.0;0.72
0.66;0.62;0.0;0.99;0.0;0.0;0.0;0.74
0.65;0.62;0.0;0.99;0.0;0.0;0.36;0.78
0.74;0.62;0.0;0.99;0.02;0.0;0.03;0.78
0.79;0.61;0.0;0.99;0.0;0.0;0.01;0.77
0.74;0.61;0.0;0.98;0.14;0.0;0.0;0.73
0.66;0.6;0.0;0.98;0.0;0.0;0.0;0.75
0.65;0.59;0.0;0.98;0.0;0.0;0.0;0.71
0.64;0.59;0.0;0.98;0.0;0.0;0.0;0.73
0.63;0.62;0.0;0.98;0.0;0.0;0.0;0.75
0.65;0.6;0.0;0.98;0.0;0.0;0.0;0.72
0.67;0.58;0.0;0.98;0.04;0.58;0.0;0.73
0.7;0.58;0.02;0.98;0.37;0.93;0.0;0.75
0.64;0.99;0.0;0.98;0.49;0.0;0.01;0.68
0.51;0.99;0.0;0.99;0.0;0.0;0.18;0.65
0.44;0.98;0.0;0.99;0.0;0.0;0.62;0.64
0.49;0.98;0.36;0.99;0.0;0.0;0.59;0.65
0.82;0.98;0.0;0.99;0.0;0.0;0.0;0.62
0.89;0.98;0.21;0.99;0.04;0.0;0.12;0.59
0.87;0.99;1.0;0.99;0.0;0.0;0.0;0.59
0.87;0.99;0.35;0.99;0.3;0.0;0.08;0.59
0.91;0.99;0.02;0.99;0.8;0.0;0.01;0.61
0.9;0.99;0.0;0.99;0.0;0.0;0.46;0.58
0.96;0.99;0.0;0.99;0.04;0.0;0.86;0.63
0.97;0.99;0.11;1.0;0.04;0.0;0.25;0.61
0.96;0.99;0.0;1.0;0.38;0.0;0.09;0.59
0.58;0.41;0.0;0.99;0.0;0.0;0.0;0.74
0.92;0.42;0.0;0.99;0.3;0.0;0.25;0.67
0.97;0.44;0.0;0.99;0.0;0.0;0.32;0.64
0.66;0.45;0.0;0.99;0.0;0.0;0.0;0.62
0.84;0.46;0.0;0.99;0.53;0.0;0.01;0.71
0.38;0.96;0.0;1.0;0.0;0.0;0.99;0.57
0.4;0.98;0.0;1.0;0.0;0.0;0.33;0.6
0.6;0.99;0.0;1.0;0.0;0.0;0.0;0.59
0.44;0.98;0.0;1.0;0.0;0.0;0.0;0.62
0.57;0.99;0.0;1.0;0.0;0.0;0.0;0.62
0.62;1.0;0.0;1.0;0.0;0.0;0.0;0.63
0.64;1.0;0.0;1.0;0.0;0.0;0.0;0.64
0.69;1.0;0.0;1.0;0.38;0.0;0.0;0.7
0.66;1.0;0.0;1.0;0.33;0.0;0.0;0.69
0.58;1.0;0.0;1.0;0.0;0.0;0.0;0.66
0.73;1.0;0.0;1.0;0.0;0.0;0.0;0.68
0.73;0.99;0.0;1.0;0.0;0.0;0.0;0.7
0.82;0.99;0.0;1.0;0.4;0.0;0.97;0.66
0.91;0.98;0.0;1.0;0.01;0.0;0.01;0.67
0.97;0.99;0.0;1.0;0.73;0.0;0.0;0.66
0.91;0.98;0.0;1.0;0.34;0.0;0.78;0.68
0.99;0.96;0.0;1.0;0.0;0.0;0.02;0.68
1.0;0.95;0.19;1.0;0.0;0.0;0.48;0.7
0.76;0.57;0.0;0.99;0.03;0.0;0.41;0.74
0.66;0.59;0.0;0.99;0.0;0.0;0.24;0.77
0.62;0.58;0.0;0.99;0.0;0.0;0.22;0.79
0.67;0.55;0.0;0.99;0.0;0.6;0.12;0.81
0.63;0.55;0.0;0.99;0.0;0.05;0.13;0.8
0.51;0.55;0.0;0.99;0.0;0.8;0.0;0.77
0.5;0.54;0.0;0.99;0.0;0.01;0.0;0.8
0.48;0.54;0.0;0.99;0.0;0.0;0.0;0.78
0.55;0.53;0.0;0.99;0.0;0.0;0.0;0.79
0.46;0.52;0.0;0.99;0.0;0.0;0.0;0.78
0.44;0.52;0.0;0.99;0.0;0.57;0.0;0.75
0.48;0.51;0.0;0.99;0.0;0.16;0.0;0.76
0.36;0.53;0.0;0.99;0.0;0.03;0.0;0.77
0.61;0.52;0.0;0.99;0.32;0.02;0.0;0.74
0.68;0.52;0.0;0.99;0.0;0.01;0.0;0.77
0.59;0.52;0.0;0.99;0.0;0.0;0.0;0.75
0.77;0.63;0.0;0.98;0.0;0.0;0.14;0.76
0.98;0.63;0.0;0.98;0.0;0.0;0.78;0.75
0.93;0.66;0.0;0.98;0.0;0.0;0.0;0.8
0.62;0.67;0.0;0.98;0.91;1.0;0.0;0.78
0.8;0.7;0.0;0.98;0.0;0.03;0.0;0.79
0.99;0.74;0.0;0.98;0.0;0.98;0.45;0.76
0.95;0.77;0.0;0.99;0.0;0.42;0.0;0.82
0.93;0.79;0.0;0.99;0.06;0.03;0.0;0.76
0.46;0.79;0.0;0.99;0.0;0.99;0.0;0.71
0.52;0.79;0.0;0.99;0.0;0.26;0.0;0.72
0.76;0.79;0.0;0.99;0.99;0.01;0.0;0.68
1.0;0.81;0.0;0.99;0.21;0.02;0.02;0.74
0.94;0.83;0.01;0.99;0.0;0.09;0.01;0.74
0.93;0.85;0.0;0.99;0.14;0.0;0.01;0.7
0.99;0.84;0.0;1.0;0.0;0.0;0.01;0.73
0.7;0.85;0.0;1.0;0.62;0.0;0.0;0.67
0.61;0.86;0.0;1.0;0.16;0.0;0.0;0.68
0.66;0.86;0.0;1.0;0.0;0.0;0.0;0.72
0.66;0.68;1.0;0.99;0.0;0.0;0.02;0.74
0.91;0.7;0.66;0.99;0.0;0.0;0.0;0.71
0.96;0.73;0.0;0.99;0.0;0.0;0.0;0.67
1.0;0.77;0.01;0.99;0.0;0.0;0.0;0.63
0.96;0.8;0.95;0.99;0.0;0.0;0.0;0.61
0.85;0.81;0.0;0.99;0.0;0.0;0.0;0.54
0.86;0.8;0.26;0.99;0.0;0.0;0.0;0.61
0.99;0.8;0.19;0.99;0.0;0.0;0.08;0.7
0.99;0.8;0.97;0.99;0.0;0.0;0.0;0.64
0.97;0.79;0.0;0.99;0.0;0.0;0.0;0.61
1.0;0.79;0.7;0.99;0.0;0.0;0.0;0.69
0.93;0.78;0.0;0.99;0.0;0.0;0.01;0.7
0.97;0.82;0.19;0.99;0.0;0.0;0.88;0.66
0.89;0.78;0.02;0.99;0.0;0.0;0.99;0.67
0.95;0.75;0.0;0.99;0.0;0.0;0.0;0.76
0.97;0.74;0.77;0.99;0.0;0.0;0.23;0.66
0.95;0.93;0.32;1.0;0.0;0.0;0.48;0.73
0.8;0.94;0.0;1.0;0.0;0.0;0.18;0.78
0.76;0.94;0.0;1.0;0.0;0.0;0.35;0.77
0.75;0.94;0.21;1.0;0.0;0.0;0.97;0.77
0.82;0.94;0.0;1.0;0.02;0.0;0.37;0.77
0.98;0.95;0.04;1.0;0.76;0.99;0.0;0.73
0.96;0.95;0.95;1.0;0.0;0.85;0.09;0.7
0.92;0.96;0.32;1.0;0.0;0.34;0.12;0.71
0.71;0.96;0.21;1.0;0.0;0.0;0.24;0.73
0.74;0.97;0.58;1.0;0.0;0.22;0.09;0.73
0.79;0.97;0.97;1.0;0.0;0.98;0.16;0.72
0.8;0.97;0.46;1.0;0.0;0.05;0.29;0.73
0.67;0.97;0.08;1.0;0.0;0.83;0.87;0.76
0.83;0.98;0.1;1.0;0.0;0.03;0.75;0.73
0.87;0.98;1.0;1.0;0.0;0.07;0.03;0.76
0.76;0.99;0.77;1.0;0.0;0.17;0.16;0.74
0.55;0.4;0.0;0.97;0.04;0.4;0.99;0.72
0.37;0.42;0.0;0.97;0.0;0.99;0.38;0.7
0.48;0.42;0.0;0.97;0.01;0.0;0.13;0.64
0.28;0.43;0.0;0.97;0.0;1.0;0.46;0.65
0.32;0.43;0.0;0.97;0.0;0.99;0.91;0.71
0.35;0.46;0.0;0.97;0.49;0.07;0.25;0.64
0.9;0.5;0.0;0.98;0.85;0.44;1.0;0.62
0.99;0.51;0.0;0.98;0.65;0.0;0.66;0.62
0.86;0.52;0.0;0.98;0.01;0.0;0.97;0.59
0.93;0.54;0.0;0.98;0.0;0.02;0.45;0.67
0.92;0.54;0.0;0.98;0.0;0.0;0.55;0.6
0.99;0.55;0.0;0.98;0.59;0.0;0.79;0.59
0.88;0.57;0.0;0.99;0.95;0.0;0.43;0.56
0.92;0.98;0.02;0.99;0.02;0.01;0.03;0.72
0.42;0.59;0.0;0.51;0.0;0.0;0.01;0.64
0.46;0.6;0.0;0.65;0.0;0.0;0.16;0.69
0.42;0.59;0.0;0.77;0.0;0.0;0.01;0.63
0.89;0.61;0.0;0.83;0.0;0.0;0.16;0.69
0.72;0.6;0.0;0.88;0.0;0.0;0.67;0.66
0.81;0.62;0.0;0.93;0.0;0.0;0.07;0.62
0.47;0.62;0.0;0.96;0.0;0.0;0.51;0.64
0.34;0.62;0.0;0.98;0.0;0.0;0.68;0.64
0.26;0.62;0.0;0.99;0.0;0.0;0.02;0.59
0.45;0.63;0.0;0.99;0.0;0.0;0.01;0.64
0.36;0.63;0.0;0.99;0.0;0.0;0.73;0.62
1.0;0.79;0.0;1.0;0.0;0.01;0.02;0.84
0.96;0.81;0.74;1.0;0.0;0.0;0.07;0.78
1.0;0.82;0.39;1.0;0.01;0.0;0.0;0.78
0.91;0.8;0.54;1.0;0.0;0.0;0.01;0.74
0.95;0.8;0.97;1.0;0.0;0.0;0.1;0.74
0.93;0.81;0.03;1.0;0.21;0.0;0.0;0.71
0.8;0.82;0.19;1.0;0.04;0.96;0.0;0.73
0.84;0.82;0.62;1.0;0.03;0.49;0.0;0.74
0.95;0.83;0.54;1.0;0.02;0.92;0.04;0.73
0.89;0.83;0.07;1.0;0.0;0.0;0.01;0.73
0.99;0.84;0.1;1.0;0.0;0.02;0.4;0.73
0.91;0.85;0.06;1.0;0.0;0.04;0.57;0.76
0.94;0.86;0.43;1.0;0.0;0.0;0.24;0.74
0.94;0.86;0.81;1.0;0.0;0.08;0.13;0.74
0.88;0.86;1.0;1.0;0.0;0.0;0.01;0.75
0.94;0.87;0.0;1.0;0.0;0.01;0.04;0.73
0.95;0.88;0.0;1.0;0.0;0.01;0.55;0.73
0.92;0.84;0.0;1.0;0.0;0.0;0.0;0.72
0.91;0.86;0.0;1.0;0.0;0.0;0.0;0.72
0.85;0.85;0.0;1.0;0.0;0.0;0.0;0.71
0.91;0.85;0.0;1.0;0.0;0.0;0.0;0.66
0.83;0.85;0.0;1.0;0.0;0.0;0.0;0.65
0.91;0.84;0.0;1.0;0.0;0.0;0.0;0.68
0.98;0.82;0.05;1.0;0.0;0.0;0.01;0.71
1.0;0.81;0.0;1.0;0.0;0.0;0.0;0.73
1.0;0.8;0.0;1.0;0.0;0.0;0.0;0.71
0.9;0.78;0.0;1.0;0.0;0.0;0.0;0.78
0.94;0.76;0.0;1.0;0.01;0.0;0.0;0.75
0.92;0.74;0.0;1.0;0.04;0.0;0.0;0.78
0.91;0.76;0.0;1.0;0.52;0.0;0.03;0.73
0.84;0.73;0.0;1.0;0.53;0.21;0.04;0.78
0.95;0.71;0.0;1.0;0.37;0.94;0.01;0.72
0.93;0.7;0.0;1.0;0.95;1.0;0.01;0.78
0.55;0.52;0.0;0.99;0.0;0.0;0.51;0.85
0.26;0.56;0.0;0.99;0.0;0.0;0.94;0.84
0.29;0.55;0.0;0.99;0.0;0.0;0.6;0.84
0.29;0.53;0.0;0.98;0.0;0.0;0.01;0.82
0.29;0.51;0.0;0.98;0.0;0.0;0.71;0.84
0.3;0.5;0.0;0.98;0.0;0.0;0.84;0.85
0.26;0.53;0.0;0.98;0.0;0.0;0.01;0.82
0.27;0.52;0.0;0.98;0.0;0.0;0.05;0.84
0.31;0.5;0.0;0.98;0.0;0.0;0.27;0.81
0.27;0.5;0.0;0.98;0.0;0.0;0.33;0.81
0.94;0.69;0.0;0.99;0.59;0.1;0.0;0.68
0.97;0.69;0.0;0.99;0.93;0.01;0.0;0.69
0.77;0.72;0.0;0.99;0.0;0.49;0.0;0.68
0.93;0.75;0.0;0.99;0.21;0.13;0.0;0.68
0.81;0.77;0.0;0.99;0.0;0.26;0.0;0.67
0.85;0.78;0.0;0.99;0.0;0.06;0.05;0.65
0.72;0.8;0.0;1.0;0.9;0.01;0.04;0.65
0.72;0.83;0.0;1.0;0.01;0.49;0.04;0.7
0.68;0.85;0.0;1.0;0.34;0.93;0.69;0.67
0.61;0.87;0.0;1.0;0.0;0.3;0.87;0.65
0.55;0.89;0.0;1.0;0.0;0.21;0.6;0.65
0.44;0.91;0.0;1.0;0.0;0.01;0.23;0.62
0.23;0.92;0.0;1.0;0.0;0.0;0.99;0.55
0.63;0.89;0.0;1.0;0.0;0.04;0.62;0.64
0.34;0.92;0.0;1.0;0.0;0.14;0.96;0.56
0.49;0.93;0.0;1.0;0.0;0.01;0.78;0.58
0.83;0.95;0.0;1.0;0.0;0.0;0.79;0.64
0.92;0.93;0.06;1.0;0.18;0.0;0.0;0.73
0.96;0.94;0.0;1.0;0.0;0.0;0.0;0.74
0.88;0.95;0.0;1.0;0.0;0.0;0.0;0.74
1.0;0.96;0.19;1.0;0.19;0.0;0.0;0.8
1.0;0.97;0.84;1.0;0.04;0.0;0.0;0.77
0.97;0.98;0.5;1.0;0.0;0.0;0.0;0.73
1.0;0.98;0.21;1.0;0.55;0.0;0.0;0.77
0.99;0.99;0.7;1.0;0.25;0.0;0.0;0.76
0.99;0.99;0.0;1.0;0.3;0.0;0.0;0.76
0.95;0.99;0.99;1.0;0.29;0.0;0.0;0.74
0.97;1.0;0.62;1.0;0.0;0.0;0.0;0.69
0.96;1.0;0.77;1.0;0.0;0.0;0.0;0.71
1.0;1.0;0.99;1.0;0.0;0.0;0.0;0.73
1.0;1.0;0.95;1.0;0.0;0.0;0.0;0.73
0.89;1.0;0.0;1.0;0.0;0.0;0.0;0.68
1.0;1.0;0.81;1.0;0.0;0.0;0.02;0.75
1.0;1.0;0.21;1.0;0.0;0.0;0.0;0.75
0.98;1.0;0.24;1.0;0.0;0.0;0.0;0.74
0.99;0.98;0.0;1.0;0.0;0.27;0.0;0.61
0.97;0.99;0.0;1.0;0.0;0.32;0.0;0.61
0.86;0.98;0.0;1.0;0.04;0.0;0.05;0.59
0.97;0.99;0.0;1.0;0.62;0.0;0.19;0.51
0.83;0.99;0.0;1.0;0.64;0.0;0.01;0.52
0.86;0.99;0.0;1.0;0.27;0.0;0.36;0.51
0.82;0.98;0.0;1.0;0.46;0.0;0.6;0.53
0.85;0.98;0.0;1.0;0.65;0.0;0.64;0.57
0.66;0.98;0.0;1.0;0.0;0.02;0.43;0.49
0.94;0.99;0.0;1.0;0.0;0.0;0.85;0.54
0.9;0.99;0.0;1.0;0.0;0.0;0.55;0.52
0.87;0.98;0.06;1.0;0.0;0.0;0.92;0.55
0.93;0.98;0.9;1.0;0.0;0.0;0.86;0.53
0.94;0.98;0.99;1.0;0.0;0.0;0.88;0.56
